id_ms	type	trans	ortho	\trr	\smr	\tre	\sme	\trf	\smf	\src
222_1	\ex	â bhȁn dhɛ̀n gɔ̄ɔ̂n bhʌ̄ yáa dhɤ̏ gbɔ̏	a- -ma =nɛ gɔɔn- bhë 'yaa -dhö -gbɔ							
222_2	\cbn	{wún {gɛ̏}}n bhān	{'wun {-gɛn}} ma							
222_2	\ex	wún ä blɛ̀ɛ bhʌ̄, kâ bhȁn ȁ?	'wun 'a- =blɛɛ bhë, ka- -ma -a?							
222_3	\cbn	wún bhān	'wun ma							
229_1	\ex	bhȁn sɔ̄ dhɛ̀n yɤ̏ n̄ bhȁn kȕn	-ma sɔ =nɛ -yö n -ma -kun							
229_2	\ex	tɔ́ bhɔ̄ dhē yɤ̏ Zlȁn bhȁn kȕn	'tɔ bhɔ dhe -yö -Zlan -ma -kun							
233_1	\idi	wà yūɤ kʌ̄ ~ gɯ́	=wa yuö kë =bhang' 'gü							
236_0	\idi	bhȁŋgɤ̏ bhɛ̄	-bhanggö bhɛ							
236_0	\idi	bhȁŋgɤ̏ lɯ̏	-bhanggö -lü							
238_0	\ex	Gɤ̄ɤ bhȁwȕn yɤ̏ sʌ́ʌdhɛ̄ bhȁ	Göö -bhawun -yö 'sëëdhɛ -bha							
238_0	\ex	n̄ bhȁnwȕn yɤ̏ wʌ́ɯ̈ bhȁ	n -mawun -yö 'wëü- -bha							
238_0	\idi	bhȁnwȕn tó	-mawun 'to							
238_0	\ex	bhɤ̏ n̄ bhȁnwȕn tó, zʌ̂ wō ȁ ká n̄ gɔ̏	-bhö n -mawun 'to, zë 'ö -a wo -a 'ka n -gɔ							
249_1	\ex	bhɤ̏ bhæ̀æ̂ kɤ̄ kwá pɔ̄ɔ̂	-bhö =bhɛa'- kö 'kwa pɔɔ-							
249_1	\idi	bhæ̀ǣwȕn	=bhɛa' -wun							
249_2	\ex	bhɤ̏ bhæ̀ǣ Zlȁngɔ̏ dhʌ̏ kɤ̄ ɯ̄ bhȁ yūɤ bhʌ̄ káä kʌ̄	-bhö =bhɛa'- -Zlangɔ -dhë kö ü -bha yuö bhë 'kaa- kë							
252_0	\ex	bhɤ̏ dhó ~, dhɛ̏ á glɔ̄ɔ bȅ bhʌ̄ á ȁ bȉn ȁ bhȁ dhɛ̀n ɤ́ bhʌ̄	-bhö 'dho bhë, -dhɛ 'a glɔɔ -be bhë 'a -a -bin -a -bha =nɛ 'ö bhë							
257_0	\ex	ɯ̄ pɤ̏ ~?	ü -pö -më -ɛ?							
257_0	\idi	bhʌ̏n yīʌ ɛ̀?	-më yië =ɛ?							
257_0	\ex	bhʌ̏n yī ká ɛ̄?	-më yi 'ka ɛ?							
257_0	\ex	yī bhʌ̏n ká ɛ̄?	yi -më 'ka ɛ?							
257_0	\ex	ɯ̄ dhȍ dhūn bhʌ̏n yīʌ ɛ̀?	ü -dho nu -më yië =ɛ?							
257_0	\idi	bhʌ̏n kʌ̏	-më -kë							
257_0	\ex	bhʌ̏n ɤ́ kʌ̏	-më 'ö -kë							
257_0	\ex	bhʌ̏n bhlé kʌ̏	-më 'bhle -kë							
258_0	\idi	~ gbɛ̀ɛn	'më =gbɛɛn							
258_0	\idi	~ ɛ̄?	'më ɛ?							MG, LJ
258_0	\ex	bhʌ̄n ɛ̄n?	më ɛn?							
258_0	\ex	bhʌ́n pōo è?	'më poo =e?							
258_0	\ex	ɯ̄ dhȍ ~ ɛ̄?	ü -dho 'më ɛ?							
259_1.1	\cbn	bhʌ̏n yí bhàa	-më 'yi =bhaa							
259_1.2	\ex	gɔ̄bhìʌ̄n yà ~ yí lɤ̀ɤ	gɔmië =ya 'më 'yi =löö							
259_2.2	\ex	yí yà bhʌ́n sɛ́i dùɤ, dhɛ̏ yȁ dhɛ̏ yà kʌ̄ pʌ́ʌpʌ̏	'yi =ya 'më 'sɛi =duö, -dhɛ -ya -dhɛ =ya kë 'pëëpë							
259_5	\ex	tȍséädhē kʌ̏ slóo ká sɯ̏ yà bhʌ́n n̄ ká dùɤ	-to 'sea- dhe -kë 'sloo 'ka -sü =ya 'më n 'ka =duö							
265_0	\ex	n̄ dhán yɤ̏ tùn ~ kùn	n 'na -yö =tun 'bhee- =kun							
265_0	\idi	bhɛ̄n ~	mɛ 'bhee-							
265_0	\ex	Zlȁn yɤ̏ bhɛ̄n ~ kʌ̏ ɤ̄ bhɔ̏a ká	-Zlan -yö mɛ 'bhee- -kë ö -bhɔa 'ka							
265_0	\idi	pʌ̄ ~ dhʌ́n	pë 'bhei- 'në							
268_1	\ex	vòkaa lɯ̏ ɤ́ dhɛ̀n ȁ ~ yɤ̏ gblɤ́gblɤ́	=vokaa -lü 'ö =nɛ -a bhɛ -yö 'gblögblö							
268_1	\idi	~ yí	bhɛ 'yi							
268_1	\ex	lāntrā ~ yí yɤ̏ slʌ́ʌnslʌ̏n dhɛ̀n súkáa yí dhɤ́	dhang tra bhɛ 'yi -yö 'slëënslën =nɛ 'sukaa 'yi 'dhö							
268_2	\ex	dhʌ́dhēn á wé dhȁn ȁ ká bhʌ̄ ȁ ~ yɤ̏ và	'nëdhe 'a 'we -na -a 'ka bhë -a bhɛ -yö =va							
268_2	\idi	bhɛ̄n tée ~ vàȁ zʌ̏	mɛ 'tee bhɛ =vaa- -zë							
268_3	\ex	gwɛ̄ɛ̂ lɯ́ bhʌ̄ ȁ ~ yɤ̏ và dùɤ	gwɛɛ- -lü bhë -a bhɛ -yö =va =duö							
269_0	\ex	yī ~ dhȕn wó yīʌ pɤ̂dhɛ̏ dhɛ̀n wó ȁ tɔ́ kpɔ̄	yi 'bhɛma -nu 'wo yië pödhɛ =nɛ 'wo -a 'tɔ kpɔ							
271_0	\ex	yīʌ̂ ~ dhɛ̏ yɤ̏ bɔ̏ dhīdhe tȁ	yië- -mɛɛ -dhɛ -yö -bɔ dhidhe -ta							
271_0	\idi	bhɛ̏ɛn kʌ̄	-mɛɛ kë							
271_0	\ex	yà dɔ̄ sʌ̏ á dhɤ̄ lȍ ȁ píɤ dhìā kɤ̄ á bhɛ̏ɛn kʌ̄ ȁ ká	=ya dɔ -së 'a dhö -lo -a 'piö =dhia' kö 'a -mɛɛ kë -a 'ka							
272_0	\idi	~ tīi	=mɛɛ tii							
274_0	\ex	ɯ̄ dhȍ ~?	ü -dho mɛɛ?							
276_1	\ex	bhɛ̄n plʌ̀ʌplʌ́zʌ̏ dhȕn bhȁ wɔ̄ gɯ́, bhɛ̄n wó ~ wáa dhē sɯ́ wō kó píɤ	mɛ =plëëplëzë -nu -bha wɔ 'gü, mɛ 'wo -mɛɛ -zë 'waa dhe 'sü wo 'ko 'piö							
278_1	\idi	~ dhʌ́n	'bhɛi 'në							
282_1	\idi	bhɛ̄n dō bhɯ̏n ȁn ká	mɛ do -mü -an 'ka							
283_1	\idi	ȁ bhɛ̄n dȅ dhɛ̀n	-a mɛ -de =nɛ							
283_1	\idi	ȁ bhɛ̄n dhɛ̀n	-a mɛ =nɛ							
293_0	\idi	~ gɯ́ dhɛ̏	=mië' 'gü -dhɛ							
296_0	\ex	bhɤ̏ ɯ̄ gɛ̏n ~ sɯ̏ dūadhūn kɤ̄ kwá yȁ dīidhɤn báŋ̈ dhɛ̀n ȁ tȁ	-bhö ü -gɛn =mii 'mi -sü duan nu kö 'kwa -ya diindhö 'bang- =nɛ -a -ta							
300_0	\ex	bhɛ̄n dhȕn wó bhʌ̄ Blōô ~ bhɯ̏n ȁn plɛ́ ká	mɛ -nu 'wo bhë Bloo- mi -mü -an 'plɛ 'ka							
301_1	\ex	Zlȁngɔ̏ bhȁ ~ yà bhɔ̏n gɔ̄n kpɒ̀ɒzʌ̏ dō kún	-Zlangɔ -bha -bhing =ya -mɔ gɔn =kpaɔ -zë do 'kun							
303_2	\idi	bhīŋ sɯ́	ming 'sü							
303_2	\ex	~ zȕɤ (bhɛ̄n gɔ̏)	ming -zuö							
303_2	\ex	kȁ dhó ȁ ká dhɔ̀ŋtrɔ plɤ̀ɤ, kɤ̄ yɤ̏ bhīŋ sɯ́	-ka 'dho -a 'ka =dhɔngtrɔ =plöö, kö -yö ming 'sü							
305_0	\ex	dhā yà dhūn ~	dha =ya nu =bhingbhingdhö							
308_0	\ex	ȁ bhɔ̄ yà bhlȁ	-a bhɔ =ya -bhla							
308_0	\ex	dhʌ́n dhȕn wà drɔ́ɔ bhlȁ	'në -nu =wa 'drɔɔ -bhla							
309_0	\ex	yà yɔ́n ~ bhān sɔ̄ bhȁ	=ya 'yɔn -bhla ma sɔ -bha							
309_0	\idi	yà yɔ́ɔ ~ kɔ́ bhȁ	=ya 'yɔɔ -bhla 'kɔ -bha							
310_0	\ex	yɤ̀ ~ yȁ ɤ̄ yán bhȁ	=yö =bhla -ya ö 'yan -bha							
311_0	\idi	bhlá bhɔ̄n	'bhla mɔ							
314_1	\ex	kwɛ̀ɛ dhɛ̀n yɤ̏ ~ dùɤ, ɯ̄ ká dhɤ̏ ȁ būn dhɛ̀ yɤ̄	=kwɛɛ- =nɛ -yö 'bhlaabhla =duö, ü 'ka -dhö -a bun =dhɛ yö							
315_1	\idi	~ kpɔ́	=bhlë 'kpɔ							
315_1	\ex	wȍ n̄ ~ kpɔ̏ gīâ gȉa wō, ȁ dȅ wȍ tɔ̏ zʌ̏ n̄ dhʌ̏	-wo n =bhlë -kpɔ giagiawo, -a -de -wo -tɔ -zë n -dhë							
315_1	\idi	tɔ̄ŋ ~ kpɔ́	tɔng =bhlë 'kpɔ							
315_1	\idi	~ yȁ	=bhlë -ya							
315_1	\ex	dhʌ́n dhȕn wó dɛ̀ɛ dhɛ̀n ȁ gɯ́ wáa wō bhɛ̏n dhȕn ~ yȁ	'në -nu 'wo =dɛɛ =nɛ -a 'gü 'waa wo -mɛ -nu =bhlë -ya							
320_1	\ex	gɔ̄ɔ̏n bhʌ̄ bhɛ̄n ~ bhɯ̏n, yɤ̄ dhɛ̀n tɔ̄ɔ yī bhȁ plɤ̄ɤdhɛ̏ ɤ́ dhɛ̀n ȁ kɔ̀ɔbhɛ̏n	gɔɔn- bhë, mɛ =bhlëzë -mü, yö =nɛ tɔɔ yi -bha plöödhɛ 'ö =nɛ -a =kɔɔn -mɛ							
320_1	\idi	yī bhȁ dhíɤsɯ́bhɛ̏n wɤ̄ɤdhɛ̏ yɤ̀ ~	yi -bha 'dhiösümɛ wöödhɛ =yö =bhlëzë							
321_1	\idi	~ tée	'bhle 'tee							
321_1	\ex	dhɛ̀ ɤ́ yà ɤ̄ ~ yɔ̀ɔn dhíɤ, ....	=dhɛ 'ö =ya ö 'bhe 'tee =yɔɔn 'dhiö, ....							
322_2	\cbn	bhɛ̄n và ~	mɛ =va 'bhlɛɛbhlɛ							
324_0	\ex	bɤ̄ɯ̂ ~	böü- 'bhlɛngbhlɛng							
324_0	\ex	dhʌ́n bhʌ̄ ȁ sɔ́n yāa bhɔ̏n kùn ȁ bhȁ yá yɤ̏ kʌ̄ ~	'në bhë -a 'sɔn yaa -mɔn =kun -a -bha 'ya -yö kë 'bhlɛngbhlɛng							
332_0	\ex	ȁ bhȁ dhɛ̏gāyȁn yɤ̏ ~	-a -bha -dhɛgayan -yö 'bhlöngbhlö							
335_2	\cbn	sɔ́n ~	'sɔn -bhlu							
338_0	\idi	~ kʌ̄	=bhlü kë							
338_0	\ex	bhá gɔ̂ bhʌ̄ bhá ȁ bhlɯ̀ kʌ̄ sɛ̀ɛ̄ dhɛ́ gɯ́ ā?	'bha gɔ- bhë 'bha -a =bhlü kë =sɛɛ' 'dhɛ 'gü a?							
340_0	\idi	~ bhɛ̀ɛ̄n	=mlaa =mɛɛ'							
340_0	\ex	dhʌ́dhēn ɯ́ ~ bhɛ̀ɛ̄n dhȁn ȁ píɤ bhʌ̄, ɯ̄ ȁ sɔ̀ɔn dɔ̏ ȁ?	'nëdhe 'ü =mlaa =mɛɛ' -na -a 'piö bhë, ü -a =sɔɔn -dɔ -a?							
340_0	\idi	bhnlàȁ kʌ̄								
343_2	\ex	~ dhȕn wó bhʌ̄ lʌ̂ yáa ȁn kʌ̄ wún pɤ̏ gɔ̄ɔ̂n dhʌ̏ dhìa	=mlaabɔ =mɛɛmɛ -nu 'wo bhë lë- 'yaa -an kë 'wun -pö gɔɔn- -dhë =dhia							
344_0	\ex	ɯ̄ dhɛ̏ ~ ɤ́ ɯ̄ kʌ̏ ɛ̄?	ü -dhɛ -mlë 'ö ü -kë ɛ?							
345_3	\cbn	sɔ́n ~	'sɔn =mlëë							
347_2	\ex	ɯ̄ wún kʌ̄ kɔ̏ plʌ̀ʌ̄zʌ̏ wȍ ~	ü 'wun kë -kɔ =plëë' -zë -wo mlëëzë							
348_0	\ex	bhʌ̏n yȁ bhȁn sɔ̄â ~ ká dhɛ̀n yǽæ dhɤ́ ē?	-më -ya -ma sɔa- 'mlɛngmlɛng 'ka =nɛ 'yɛa 'dhö e?							
351_2.2	\ex	wèe yàȁ kɔ̏ dhȕn, ȁ gɛ̏n dhȕn plɛ́ kʌ̄ ~	=wee =yaa- -kɔ -nu, -a -gɛn -nu 'plɛ kë 'mlɔɔmlɔ							
352_2	\idi	bhɛ̄n ~	mɛ mluë							
352_2	\idi	gbȉɤ ~ bhɛ̏n	-gbiö mluë -mɛ							
352_2	\ex	bhɛ̄n gbȉɤbhnlūʌzʌ̏	mɛ -gbiö mluë -zë							
352_2	\idi	kɔ̏ ~ bhɛ̏n	-kɔ mluë -mɛ							
352_2	\idi	gɛ̏n ~ bhɛ̏n	-gɛn mluë -mɛ							
353_0	\idi	~ bháan	-mlü 'maa							
355_1.2	\ex	bhɛ̄n dhȕn wó bhʌ̄ wȍ kȁfé bhō sɯ̏ gɯ́	mɛ -nu 'wo bhë -wo -kafe bho -sü 'gü							
355_1.2	\idi	~ sɛ́i	-bho 'sɛi							
355_1.2	\ex	wà kú bhō {sɛ́i} ā?	=wa 'ku bho {'sɛi} a?							
355_1.3	\ex	dhōo dhȕn wà dhó bhlɤ̀ɤ̏ blʌ̀ʌ̄ bhō dhìa	dhoo -nu =wa 'dho =bhlöö- =blëë' bho =dhia							
355_2	\ex	sɛ̀ɛ̄ bhō kɔ̄ɔ	=sɛɛ' bho kɔɔ							
355_2	\idi	Yèsú yàȁ bhō gā gɯ́	=Yesu =yaa- bho ga 'gü							
355_2	\idi	bhɛ̄n bhȍ dhɛ̏ gɯ́	mɛ -bho -dhɛ 'gü							
355_2	\idi	wún bhȍ bhɛ̄n gɯ́	'wun -bho mɛ 'gü							
355_2	\idi	, pʌ̄ bhȍ bhɛ̄n kwīi	, pë -bho mɛ kwii							
355_2	\ex	yà gɔ̀ɔ̄ gbéë dhɛ̏ dɔ̄ sìa, bhɤ̏ pʌ̄ bhō ȁ kwīi dhɛ́	=ya =gɔɔ' 'gbee- -dhɛ dɔ =sia, -bhö pë bho -a kwii 'dhɛ							
355_2	\idi	~ bhɛ̄/npʌ̄ kwɛ̄ɛ	bho mɛ/pë kwɛɛ							
355_2	\ex	yà wɯ̄ ɤ́ sɔ́ yȁ kūn bhʌ̄ yàȁ ~ ȁ kwɛ̄ɛ	=ya wü 'ö 'sɔ -ya kun bhë =yaa- bho -a kwɛɛ							
355_2	\idi	~ bhɯ̄n	bho mü							
355_2	\ex	pȉɤgbɔ dɔ̄ bhʌ̄ ȁ tȅ bhō ȁ dhíɤ, ɯ́ ȁ zlú kɤ̄ kó dhē kʌ̄	-piögbɔ dɔ bhë -a -te bho -a 'dhiö, 'ü -a 'zlu kö 'ko dhe kë							
355_4	\ex	wà n̄ bhō bhān yūɤ gɯ́	=wa n bho ma yuö 'gü							
355_4	\idi	bhȍ blɯ́	-bho 'blü							
355_4	\idi	dhē bhȍ blɯ́	dhe -bho 'blü							
355_4	\idi	dhɛ̀ɛ̄ dhɛ̏ bhȍ blɯ́	=dhɛɛ' -dhɛ -bho 'blü							
355_4	\ex	ā dhɤ̏ bhān kāfé dhɛ̀ɛ̄ dhɛ̏ bhō blɯ́ gɔ̏	a -dhö ma kafe =dhɛɛ' -dhɛ bho 'blü -gɔ							
355_5	\ex	wȍ tōo kɔ̏ gbà ~ dhȁn	-wo too -kɔ =gba bho -na							
355_5	\idi	bhȍ kóu kʌ̄	-bho 'kou kë							
355_5	\idi	wún ~ kóu kʌ̄	'wun -bho 'kou kë							
355_5	\ex	bhān wún dhɛ̀n ȁ bhȍ kóu kʌ̄ n̄ dhʌ̏ kɤ̄ ä gɛ̏n bhān	ma 'wun =nɛ -a -bho 'kou kë n -dhë kö 'a- -gɛn ma							
355_5	\ex	wún bhʌ̄ kȁa bhȍ kóu kʌ̄ sʌ̏ ká dhɛ̀ zɔ̄ɔ yāa kʌ̄ kùn	'wun bhë -kaa -bho 'kou kë -së 'ka =dhɛ zɔɔ yaa kë =kun							
355_5	\idi	wún bhȍ kóu dɔ̄ bhɛ̏n	'wun -bho 'kou dɔ -mɛ							
357_0	\ex	bhɤ̈ dhūn ~!	-bhö nu bhoo!							
359_0	\idi	pɤ̂ ~	pö- -bhɔ							
359_0	\idi	, ~ tīi	, -bhɔ tii							
359_0	\idi	kwíʌ̈ ~	'kwië- -bhɔ							
359_0	\ex	ɯ̄ và dhɛ̀n kwíʌ̈ ~ dhɤ́	ü =va =nɛ 'kwië- -bhɔ 'dhö							
359_0	\idi	bhɔ̏ dhúun kán	-bhɔ 'nuu 'kan							
360_1	\idi	bhɔ̄ kèi zlɤ̀ɤ	bhɔ =kei =zlöö							
360_1	\idi	bhɔ̄ píɤ dhɛ̏	bhɔ 'piö -dhɛ							
361_1	\ex	dhɛ̀ á bhɔ̄ kɤ̄ ɯ̄ ká bhɔ̄ kùn	=dhɛ 'a bhɔ kö ü 'ka bhɔ =kun							
361_1	\idi	bhɔ̏ bhɛ̄n dhʌ̏	-bhɔ mɛ -dhë							
361_1	\ex	é bhán bīɤ bhɔ̄ ɯ̄ dhʌ̏ ɯ́ pɔ̄ɔ̂ dhɤ́ ā?	'e 'ma biö bhɔ ü -dhë 'ü pɔɔ- 'dhö a?							
361_1	\idi	bhɔ̏ dhìa kʌ̄ bhɛ̏n	-bhɔ =dhia kë -mɛ							
361_3	\ex	fɤ̄yí gīâgȉa {yɤ̏} bhɔ̄ dhȁn gɔ̀bhɛ̏n dhȕn būʌ̂n {zlɤ̄ɤ}	föyi giagia {-yö} bhɔ -na =gɔnmɛ -nu buën- {zlöö}							
361_4	\cbn	bhɔ̏ bhɛ̄n tàā	-bhɔ mɛ =taa'							
361_4	\ex	bhɤ̏ bhɔ̄ ɯ̄ tàā dɛ́dɛ̏ ká kɤ̄ sɔ́ ɤ́ bhʌ̄ ä dhȉ	-bhö bhɔ ü =taa' 'dɛdɛ 'ka kö 'sɔ 'ö bhë 'a- -dhi							
361_5	\ex	dhʌ́n ɤ́ dhɛ̀n yɤ̏ bhɔ̏ ɤ̄ dʌ̄ bhȁ	'në 'ö =nɛ -yö -bhɔ ö dë -bha							
361_5	\ex	glȕgɔ̄bhɛ̏n ɤ́ dhɛ̀n yɤ̏ bhɔ̏ bhɛ̄n gbéë bhȁ	-glugɔnmɛ 'ö =nɛ -yö -bhɔ mɛ 'gbee- -bha							
361_5	\ex	bhɛ̄n dhȕn ɤ́ ȁn dhɔ̏ kó kʌ̏ wó bhɔ̄ wō kúʌ̈	mɛ -nu 'ö -an -dhɔ 'ko -kë 'wo bhɔ wo 'kuë-							
361_6	\ex	slɯ́ yà bhɔ̄ tɔ̏ dhē ɤ́ dhɛ̀n ȁ bhȁ dhʌ́n dhȕn bhȁ tɤ́ɯ̈dhɤ̄	'slü =ya bhɔ -tɔ dhe 'ö =nɛ -a -bha 'në -nu -bha 'töüdhö							
370_1	\idi	bhɔ̏an	-mɔa							
370_1	\ex	ā bhɔ̏n ȁ bhȁ kɤ̄ yūɤ bhʌ̄ á ȁ kʌ̄	a -mɔ -a -bha kö yuö bhë 'a -a kë							
370_1	\ex	bhɤ̏ ȁ bȉn sʌ̏ ká, wȍ dhɤ̏ bhɔ̏an wö kwàan	-bhö -a -bin -së 'ka, -wo -dhö -mɔa 'wo- =kwaan							
370_1	\idi	kɔ̏ bhɔ̏an	-kɔ -mɔa							
370_1	\ex	kɔ̏ bhɔ̏n ȁ bhȁ	-kɔ -mɔ -a -bha							
370_1	\ex	n̄ dhēglúdhʌ́ngɔ̄ɔ̂n kɔ̏ {yɤ̏} bhɔ̏n ȁ bhȁ kɤ̄ yɤ̏ gȕɤkpɤ̄ dhɛ̀n ȁ sɯ́ dhú	n dheglunëgɔɔn -kɔ {-yö} -mɔ -a -bha kö -yö -guökpö =nɛ -a 'sü 'dhu							
370_1	\idi	bhɔ̏n pʌ̄ gɯ́ sɯ̏	-mɔ pë 'gü -sü							
370_1	\ex	yī bhɔ̏n ȁ gɯ́ {sɯ̏ bhɯ̏}n kɤ̄ kwáä dhó glȕ bhʌ̄ ȁ píɤ	yi -mɔ -a 'gü {-sü -mü} kö 'kwaa- 'dho -glu bhë -a 'piö							
370_2	\ex	sákpa á ȁ dhɔ̄ dhɛ̀n yáa bhɔ̏n n̄ gȉan	'sakpa 'a -a dhɔ =nɛ 'yaa -mɔ n -gian							
370_2	\ex	yà bhɔ̏n {n̄ bhȁ}	=ya -mɔ {n -bha}							
370_3	\ex	bīɤ gbȁa ~ kʌ̀ŋ̄ dō bhȁ	biö -gbaa -mɔ =kënng' do -bha							
370_3	\idi	bhɔ̏n kúʌ	-mɔ 'kuë							
370_3	\idi	bhɔ̏n kóʌ	-mɔ 'koë							
370_3	\ex	bhɤ̏ ɯ̄ bhȁ wún bhɔ̏n kóʌ	-bhö ü -bha 'wun -mɔ 'koë							
370_3	\idi	zāâ pían píɤ zȉan plɛ́ ~	zaa- 'pian 'piö -zian 'plɛ -mɔ 'koë							
370_3	\idi	yà bhɔ̏n ... bhȁ	=ya -mɔ ... -bha							
372_0	\idi	~ púu	-mɔ 'puu							
388_1	\ex	bèê wāâ yúɤ̈ sȁa tóo ɤ́ kwá dhɤ̏ ȁ ~ dɛ̀ɛ	=bee'- waa- 'yuö- -saa 'too 'ö 'kwa -dhö -a -bhö =dɛɛ							
390_0	\idi	bhɤ̏pʌ̏ bɔ̏a gɯ́	-bhöpë -bɔa 'gü							
391_0	\idi	bhɤ̀ɯ̏ púu	=bhöü- 'puu							
391_0	\idi	bhɤ̀ɯ̏ tīi	=bhöü- tii							
392_0	\idi	yí dhȕn wà bhɤ̀ɯ̄ sɯ̏ zɯ̄ dɔ̄	'yi -nu =wa =bhöü' -sü zü dɔ							
394_0	\ex	~ yȁ píɤ	-bhuaadhë -ya 'piö							
395_0	\ex	gɔ̄ɔ̂n bhʌ̄ yɤ̏ ~ wáa, wàȁ bhȁ pʌ̄ kwàan yáa pʌ̄ gbɛ̄ kʌ̄ bhɛ̄n ká	gɔɔn- bhë -yö 'muamua 'waa, =waa- -bha pë =kwaan 'yaa pë gbɛ kë mɛ 'ka							
398_0	\ex	bhɔ̏ ~	-bhɔ mu							
398_0	\ex	dȕ ~	-du mu							
398_0	\ex	sɛ́ yà sìʌ̂ zlɤ̄ɤ yɤ̄ bhɯ̏n, yáadhɤ pʌ̄ ~ yáa pʌ̄ gɔ̄n bhɛ̀ɛ̂n bȅ	'sɛ =ya =sië'- zlöö yö -mü, 'yaadhö pë mu 'yaa pë gɔn =mɛɛ'- -be							
408_0	\idi	... ɤ̈ wɤ̄ɤdhɛ̏ yɤ̏ yɤ̄ bhɯ́ sɯ̏ bhȁ dhɛ̀n lân bhɯ́ kɔ̏ dhɤ́	.. 'ö- wöödhɛ -yö yö 'bhü -sü -bha =nɛ lan- 'bhü -kɔ 'dhö							
408_0	\idi	lân ~ sɯ̏	lan- 'bhü -sü							
410_0	\ex	bhī ~	bhi -mü							
410_0	\idi	bhān ~ ȁ ká...	ma -mü -a 'ka...							
411_0	\ex	yī kʌ̏ ~ yéi ká sʌ̏ ká	yi -kë mü 'yei 'ka -së 'ka							
411_0	\idi	bhān pɤ̂dhɛ̏ ~ gbɛ̀ɛn	ma pödhɛ mü =gbɛɛn							
412_2	\cbn	yɔ́n ~	'yɔn mü							
412_3	\ex	wāa wō kó yɤ̄ ȁ dhɛ̏ yà glɔ̀ɔ, pʌ̄ kʌ̏ ɤ́ wó wō kó kpéŋ bhɯ̄n dhȁn bhʌ̄ ɤ́ bhʌ̄	waa wo 'ko yö -a -dhɛ =ya =glɔɔ, pë -kë 'ö 'wo wo 'ko 'kpeng mü -na bhë 'ö bhë							
413_0	\idi	~ sɛ̏ gɯ́	müng -sɛ 'gü							
414_0	\ex	yà kāfé tā ɤ̄ ~ ká zīan ɤ́ dhō ȁ gɔ̏ kɔ́ dhíɤ ȁ {sía}n píɤ	=ya kafe ta ö -bhüö 'ka zian 'ö dho -a -gɔ 'kɔ 'dhiö -a {'sian} 'piö							
421_0	\ex	dhē bhʌ̄ ~ bhɯ̏n, dhʌ́n yáä gɔ̏	dhe bhë 'bhüödhe -mü, 'në 'yaa- -gɔ							
422_0	\idi	sɔ́ ~	'sɔ =bhüöga							
426_1.1	\idi	~ zīân	-da zian-							
426_1.1	\idi	dȁ lʌ́ŋ̈ gɯ́	-da 'lëng- 'gü	, сочу́вствовать				, compatir		LJ
426_1.1	\ex	ā dȁ ȁ lʌ́ŋ̈ gɯ́	a -da -a 'lëng- 'gü							
426_1.1	\idi	dȁ dhȁadhēn gɯ́	-da -naadhe 'gü							
426_1.1	\ex	yà dȁ dhȁadhēn gɯ́	=ya -da -naadhe 'gü							
426_1.1	\idi	dȁ yīʌ̂	-da yië-							
426_1.1	\ex	yàȁ bhȁ dhʌ́n dȁ yīʌ̂	=yaa- -bha 'në -da yië-							
426_2.1	\ex	yà kwēe dȁ tóo píɤ	=ya kwee -da 'too 'piö							
426_2.1	\ex	yɤ̏ sàa dȁ dhȁn yí gā tée bhàa	-yö =saa -da -na 'yi ga 'tee =bhaa							
426_2.1	\idi	pìɤ̄ ~	=piö' -da							
426_2.1	\idi	wà wō kɔ̏ ~ wō kó kwɛ̄	=wa wo -kɔ -da wo 'ko kwɛ							
426_2.1	\idi	~ sɛ́i	-da 'sɛi							
426_2.1	\idi	dȁ sǣæ	-da sɛa							
426_2.1	\idi	dȁ bhɛ̄n kwɛ̄ɛ	-da mɛ kwɛɛ							
426_2.1	\idi	dȁ sían píɤ	-da 'sian 'piö							
426_2.1	\ex	bhɤ̏ wʌ́ɯ̈gā dɛ́ dɛ̏ dȁ sían píɤ kɤ̄ ɯ́ ɯ̄ bhȁ dhʌ́n dhȕn dȁ ȁn ká klàŋ̄ kɔ́ɔdhɤ̄	-bhö 'wëüga 'dɛ -dɛ -da 'sian 'piö kö 'ü ü -bha 'në -nu -da -an 'ka =klang' 'kɔɔdhö							
426_2.2	\ex	bhɤ̏ wʌ́ɯ̈ gɔ́ɔ̈ plɛ̀ dȁ ȁ tȁ, kɤ̄ yɤ̏ kʌ̄ kʌ̄ŋ dō klɤ̀ɤ̄dhɤ	-bhö 'wëü- 'gɔɔ- =plɛ -da -a -ta, kö -yö kë këng do =klöödhö							
426_2.3	\ex	bhɤ̏ dȁ ȁn píɤ ká dhó yí blɯ̏ kʌ̄ dhìa ɛ̀	-bhö -da -an 'piö 'ka 'dho 'yi -blü kë =dhia =ɛ							
426_2.5	\ex	sɔ̄ púu dhȕn ɤ́ ~ ɤ̄ bhȁ	sɔ 'puu -nu 'ö -da ö -bha							
426_2.6	\ex	bhá dȁ n̄ bɔ̄ɔ píɤ, ā dhȍ ɯ̄ zʌ̄	'bha -da n bɔɔ 'piö, a -dho ü zë							
426_3	\cbn	dȁ sǣæ	-da sɛa							
